"objectid","oldgrid_id","year","FVC","LST","NDVI","area","grid_id","new_site"
20,"14",2018,0.02250935,323.2723971,0.290274838,4199.999582,"JW-09_14","Jerra West"
21,"BI",2018,0.031016588,322.7658981,0.309894561,4149.82822,"BW-03_I","Bonshaw"
22,"BJ",2018,0.022708345,323.0721629,0.292806819,4398.570579,"BW-04_J","Bonshaw"
23,"L",2018,0.018578924,321.7408779,0.284425571,4108.922216,"CA-03_L","Cookanalla"
24,"I",2018,0.038953347,323.9557129,0.318597948,4621.047032,"CA-04_I","Cookanalla"
25,"J",2018,0.01354805,323.5803564,0.268885068,4164.535806,"CA-01_J","Cookanalla"
26,"K",2018,0.015321549,322.0351413,0.271853674,4101.568373,"CA-02_K","Cookanalla"
27,"NE",2018,0.023109222,320.6528413,0.293237445,4160.039322,"AT-01_NE","Airport"
28,"NW",2018,0.09363843,322.5780076,0.387209215,4284.79668,"AT-02_NW","Airport"
29,"A",2018,0.080081309,313.0463014,0.364598264,6617.514112,"MA-01_A","Majura"
30,"B",2018,0.074506133,316.2037073,0.359989228,6007.426762,"MA-02_B","Majura"
31,"D",2018,0.09157245,317.8314953,0.373304614,5900.719144,"MA-04_D","Majura"
32,"C",2018,0.063779992,318.8911109,0.343246253,5810.724458,"MA-03_C","Majura"
1,"10",2019,0.055226646,321.942456,0.350884231,4199.996157,"JW-07_10","Jerra West"
2,"O",2019,0.009532,321.649589,0.259913465,4203.453271,"JE-05_O","Jerra East"
3,"P",2019,0.029958887,320.3937343,0.307882028,4173.777787,"JE-06_P","Jerra East"
4,"G",2019,0.043792251,323.0006293,0.332428101,4157.94226,"JW-03_G","Jerra West"
5,"J3",2019,0.015911279,322.5467042,0.281572752,3780.224328,"JE-03_3","Jerra East"
6,"H",2019,0.018809254,321.3996008,0.287559591,4060.415123,"JW-04_H","Jerra West"
7,"J4",2019,0.015560863,322.8454693,0.281145316,4093.709668,"JE-04_4","Jerra East"
8,"F",2019,0.038715977,320.3682843,0.324870366,4293.371549,"JW-02_F","Jerra West"
9,"U",2019,0.023282738,322.6248831,0.294601606,4515.913727,"JE-01_U","Jerra East"
10,"13",2019,0.019816781,318.7979168,0.291440938,4200.000235,"JW-08_13","Jerra West"
11,"E",2019,0.025204365,320.7284513,0.303851982,4047.964336,"JW-01_E","Jerra West"
12,"8",2019,0.026176869,322.371676,0.300721891,4199.995909,"JE-08_8","Jerra East"
13,"Y",2019,0.034365993,319.2429042,0.31673657,4147.239869,"JE-02_Y","Jerra East"
14,"7",2019,0.014532588,321.9259814,0.272367768,4199.997896,"JE-07_7","Jerra East"
15,"25",2019,0.017962799,319.7716721,0.286657002,4200.006086,"JW-12_25","Jerra West"
16,"AK",2019,0.040370743,322.9016877,0.327770069,4256.184632,"AP-04_K","Aerial Paddock"
17,"AL",2019,0.034118762,321.2947805,0.317210464,4207.845543,"AP-03_L","Aerial Paddock"
18,"15",2019,0.042750274,321.3454492,0.32960856,4200.002025,"JW-10_15","Jerra West"
19,"16",2019,0.047718211,320.1631613,0.337591636,4199.999092,"JW-11_16","Jerra West"
20,"14",2019,0.02085479,320.3618469,0.294006175,4199.999582,"JW-09_14","Jerra West"
21,"BI",2019,0.032533077,322.2823084,0.315752491,4149.82822,"BW-03_I","Bonshaw"
22,"BJ",2019,0.03182369,321.705018,0.313974144,4398.570579,"BW-04_J","Bonshaw"
23,"L",2019,0.029042366,319.9737204,0.310453425,4108.922216,"CA-03_L","Cookanalla"
24,"I",2019,0.028297038,323.7339964,0.305291206,4621.047032,"CA-04_I","Cookanalla"
25,"J",2019,0.01008603,322.4977886,0.258538,4164.535806,"CA-01_J","Cookanalla"
26,"K",2019,0.032956284,320.405544,0.316884651,4101.568373,"CA-02_K","Cookanalla"
27,"NE",2019,0.036813474,321.0325508,0.323190148,4160.039322,"AT-01_NE","Airport"
28,"NW",2019,0.096085745,322.2838285,0.399972718,4284.79668,"AT-02_NW","Airport"
29,"A",2019,0.029819863,318.8794545,0.310524102,6617.514112,"MA-01_A","Majura"
30,"B",2019,0.026724628,319.1679725,0.304255267,6007.426762,"MA-02_B","Majura"
31,"D",2019,0.040450124,320.9565605,0.328295911,5900.719144,"MA-04_D","Majura"
32,"C",2019,0.037679764,322.3755636,0.324955077,5810.724458,"MA-03_C","Majura"
1,"10",2020,0.274239872,303.9768487,0.544070188,4199.996157,"JW-07_10","Jerra West"
2,"O",2020,0.049252505,311.9703045,0.300368058,4203.453271,"JE-05_O","Jerra East"
3,"P",2020,0.069675597,313.4293361,0.311080268,4173.777787,"JE-06_P","Jerra East"
4,"G",2020,0.093431413,318.0634527,0.326788074,4157.94226,"JW-03_G","Jerra West"
5,"J3",2020,0.085490732,317.1260398,0.329955149,3780.224328,"JE-03_3","Jerra East"
6,"H",2020,0.090044437,316.9365684,0.319266992,4060.415123,"JW-04_H","Jerra West"
7,"J4",2020,0.071918594,322.2037002,0.299709187,4093.709668,"JE-04_4","Jerra East"
8,"F",2020,0.12925803,318.2993679,0.356728624,4293.371549,"JW-02_F","Jerra West"
9,"U",2020,0.057059458,321.6384279,0.274236456,4515.913727,"JE-01_U","Jerra East"
10,"13",2020,0.083246284,317.991157,0.326965753,4200.000235,"JW-08_13","Jerra West"
11,"E",2020,0.137545914,316.7166759,0.360336773,4047.964336,"JW-01_E","Jerra West"
12,"8",2020,0.181072794,303.5414694,0.476934061,4199.995909,"JE-08_8","Jerra East"
13,"Y",2020,0.137074987,302.4352917,0.443606618,4147.239869,"JE-02_Y","Jerra East"
14,"7",2020,0.059672445,306.7964878,0.335640216,4199.997896,"JE-07_7","Jerra East"
15,"25",2020,0.051770206,318.336849,0.292437772,4200.006086,"JW-12_25","Jerra West"
16,"AK",2020,0.067860179,312.1934461,0.32084005,4256.184632,"AP-04_K","Aerial Paddock"
17,"AL",2020,0.060660581,310.473415,0.310412802,4207.845543,"AP-03_L","Aerial Paddock"
18,"15",2020,0.0627709,314.4243342,0.314450679,4200.002025,"JW-10_15","Jerra West"
19,"16",2020,0.061077996,311.3180636,0.305345421,4199.999092,"JW-11_16","Jerra West"
20,"14",2020,0.086892617,318.9638207,0.326200605,4199.999582,"JW-09_14","Jerra West"
21,"BI",2020,0.119505281,316.4848289,0.376805198,4149.82822,"BW-03_I","Bonshaw"
22,"BJ",2020,0.089528119,317.8997134,0.321328606,4398.570579,"BW-04_J","Bonshaw"
23,"L",2020,0.076871008,317.0977667,0.319534368,4108.922216,"CA-03_L","Cookanalla"
24,"I",2020,0.103114941,316.4155444,0.331750581,4621.047032,"CA-04_I","Cookanalla"
25,"J",2020,0.027062671,317.0926416,0.253791843,4164.535806,"CA-01_J","Cookanalla"
26,"K",2020,0.069475703,317.3402872,0.311816797,4101.568373,"CA-02_K","Cookanalla"
27,"NE",2020,0.096684931,316.4884976,0.315922509,4160.039322,"AT-01_NE","Airport"
28,"NW",2020,0.191487273,319.351891,0.354804453,4284.79668,"AT-02_NW","Airport"
29,"A",2020,0.144599627,307.7212552,0.395526128,6617.514112,"MA-01_A","Majura"
30,"B",2020,0.07452465,311.5203462,0.306938698,6007.426762,"MA-02_B","Majura"
31,"D",2020,0.123857579,314.8909033,0.345687887,5900.719144,"MA-04_D","Majura"
32,"C",2020,0.093260136,314.7853003,0.324844749,5810.724458,"MA-03_C","Majura"
